Time[Seconds]	In:V[Volts]	Out:V[Volts]
 7.31500000000e-007	 0.00000000000e+000	 4.99920257276e+000
 7.33500000000e-007	 0.00000000000e+000	 5.00077241394e+000
 7.35500000000e-007	 0.00000000000e+000	 4.99925093507e+000
 7.37500000000e-007	 0.00000000000e+000	 5.00072550573e+000
 7.39500000000e-007	 0.00000000000e+000	 4.99929640411e+000
 7.41500000000e-007	 0.00000000000e+000	 5.00068140877e+000
 7.43500000000e-007	 0.00000000000e+000	 4.99933914821e+000
 7.45500000000e-007	 0.00000000000e+000	 5.00063995891e+000
 7.47500000000e-007	 0.00000000000e+000	 4.99937932645e+000
 7.49500000000e-007	 0.00000000000e+000	 5.00060100108e+000
 7.51500000000e-007	 0.00000000000e+000	 4.99941594324e+000
 7.53500000000e-007	 0.00000000000e+000	 5.00056549934e+000
 7.55500000000e-007	 0.00000000000e+000	 4.99945044828e+000
 7.57500000000e-007	 0.00000000000e+000	 5.00053204840e+000
 7.59500000000e-007	 0.00000000000e+000	 4.99948295728e+000
 7.61500000000e-007	 0.00000000000e+000	 5.00050053504e+000
 7.63500000000e-007	 0.00000000000e+000	 4.99951358077e+000
 7.65500000000e-007	 0.00000000000e+000	 5.00047085169e+000
 7.67500000000e-007	 0.00000000000e+000	 4.99954242371e+000
 7.69500000000e-007	 0.00000000000e+000	 5.00044289622e+000
 7.71500000000e-007	 0.00000000000e+000	 4.99956958572e+000
 7.73500000000e-007	 0.00000000000e+000	 5.00041657172e+000
 7.75500000000e-007	 0.00000000000e+000	 4.99959516132e+000
 7.77500000000e-007	 0.00000000000e+000	 5.00039178629e+000
 7.79500000000e-007	 0.00000000000e+000	 4.99961924008e+000
 7.81500000000e-007	 0.00000000000e+000	 5.00036845283e+000
 7.83500000000e-007	 0.00000000000e+000	 4.99964190691e+000
 7.85500000000e-007	 0.00000000000e+000	 5.00034648883e+000
 7.87500000000e-007	 0.00000000000e+000	 4.99966324218e+000
 7.89500000000e-007	 0.00000000000e+000	 5.00032581620e+000
 7.91500000000e-007	 0.00000000000e+000	 4.99968332198e+000
 7.93500000000e-007	 0.00000000000e+000	 5.00030636101e+000
 7.95500000000e-007	 0.00000000000e+000	 4.99970221830e+000
 7.97500000000e-007	 0.00000000000e+000	 5.00028805333e+000
 7.99500000000e-007	 0.00000000000e+000	 4.99971999922e+000
 8.00000000000e-007	 0.00000000000e+000	 5.00024564020e+000
 8.00500000000e-007	 5.00000000000e-001	 4.96856627299e+000
 8.00603889070e-007	 6.03889070055e-001	 4.92347311015e+000
 8.01152270830e-007	 1.15227083032e+000	 4.40708622862e+000
 8.02216644560e-007	 2.21664455995e+000	 5.35695006867e-001
 8.02353459379e-007	 2.35345937865e+000	 3.83419521790e-001
 8.02564187294e-007	 2.56418729424e+000	 3.46667776394e-001
 8.03224860988e-007	 3.22486098788e+000	 1.54809189711e-001
 8.04358070823e-007	 4.35807082289e+000	 2.80282348854e-002
 8.05000000000e-007	 5.00000000000e+000	-1.27774244989e-002
 8.05500000000e-007	 5.00000000000e+000	-1.27475029992e-004
 8.07500000000e-007	 5.00000000000e+000	 1.26359322692e-004
 8.09500000000e-007	 5.00000000000e+000	-1.24919908363e-004
 8.11500000000e-007	 5.00000000000e+000	 1.23697116474e-004
 8.13500000000e-007	 5.00000000000e+000	-1.22285141908e-004
 8.15500000000e-007	 5.00000000000e+000	 1.21209635031e-004
 8.17500000000e-007	 5.00000000000e+000	-1.19823285728e-004
 8.19500000000e-007	 5.00000000000e+000	 1.18770167676e-004
 8.21500000000e-007	 5.00000000000e+000	-1.17409009220e-004
 8.23500000000e-007	 5.00000000000e+000	 1.16377892387e-004
 8.25500000000e-007	 5.00000000000e+000	-1.15041471176e-004
 8.27500000000e-007	 5.00000000000e+000	 1.14031973008e-004
 8.29500000000e-007	 5.00000000000e+000	-1.12719842131e-004
 8.31500000000e-007	 5.00000000000e+000	 1.11731585128e-004
 8.33500000000e-007	 5.00000000000e+000	-1.10443304320e-004
 8.35500000000e-007	 5.00000000000e+000	 1.09475916037e-004
 8.37500000000e-007	 5.00000000000e+000	-1.08211051644e-004
 8.39500000000e-007	 5.00000000000e+000	 1.07264164685e-004
 8.41500000000e-007	 5.00000000000e+000	-1.06022289619e-004
 8.43500000000e-007	 5.00000000000e+000	 1.05095541634e-004
 8.45500000000e-007	 5.00000000000e+000	-1.03876235327e-004
 8.47500000000e-007	 5.00000000000e+000	 1.02969269001e-004
 8.49500000000e-007	 5.00000000000e+000	-1.01772117358e-004
 8.51500000000e-007	 5.00000000000e+000	 1.00884580398e-004
 8.53500000000e-007	 5.00000000000e+000	-9.97091757474e-005
 8.55500000000e-007	 5.00000000000e+000	 9.88407208690e-005
 8.57500000000e-007	 5.00000000000e+000	-9.76866619113e-005
 8.59500000000e-007	 5.00000000000e+000	 9.68369468182e-005
 8.61500000000e-007	 5.00000000000e+000	-9.57038385721e-005
 8.63500000000e-007	 5.00000000000e+000	 9.48725259376e-005
 8.65500000000e-007	 5.00000000000e+000	-9.37599796850e-005
 8.67500000000e-007	 5.00000000000e+000	 9.29467371278e-005
 8.69500000000e-007	 5.00000000000e+000	-9.18543703579e-005
 8.71500000000e-007	 5.00000000000e+000	 9.10588704177e-005
 8.73500000000e-007	 5.00000000000e+000	-8.99863067685e-005
 8.75500000000e-007	 5.00000000000e+000	 8.92082268768e-005
 8.77500000000e-007	 5.00000000000e+000	-8.81550960766e-005
 8.79500000000e-007	 5.00000000000e+000	 8.73941185292e-005
 8.81500000000e-007	 5.00000000000e+000	-8.63600563352e-005
 8.83500000000e-007	 5.00000000000e+000	 8.56158682590e-005
 8.85500000000e-007	 5.00000000000e+000	-8.46005163959e-005
 8.87500000000e-007	 5.00000000000e+000	 8.38728097170e-005
 8.89500000000e-007	 5.00000000000e+000	-8.28758158158e-005
 8.91500000000e-007	 5.00000000000e+000	 8.21642872232e-005
 8.93500000000e-007	 5.00000000000e+000	-8.11853047557e-005
 8.95500000000e-007	 5.00000000000e+000	 8.04896556659e-005
 8.97500000000e-007	 5.00000000000e+000	-7.95283438814e-005
 8.99500000000e-007	 5.00000000000e+000	 7.88482804004e-005
 9.00000000000e-007	 5.00000000000e+000	-7.53413501936e-005
 9.00500000000e-007	 4.50000000000e+000	 1.83326800346e-003
 9.02500000000e-007	 2.50000000000e+000	 3.38462645604e-001
 9.04500000000e-007	 5.00000000000e-001	 4.90334962170e+000
 9.05000000000e-007	 0.00000000000e+000	 5.04093778743e+000
 9.05500000000e-007	 0.00000000000e+000	 5.00119379809e+000
 9.07500000000e-007	 0.00000000000e+000	 4.99884093424e+000
 9.09500000000e-007	 0.00000000000e+000	 5.00112335046e+000
 9.11500000000e-007	 0.00000000000e+000	 4.99891076708e+000
 9.13500000000e-007	 0.00000000000e+000	 5.00105556146e+000
 9.15500000000e-007	 0.00000000000e+000	 4.99897647574e+000
 9.17500000000e-007	 0.00000000000e+000	 5.00099178515e+000
 9.19500000000e-007	 0.00000000000e+000	 4.99903829497e+000
 9.21500000000e-007	 0.00000000000e+000	 5.00093179307e+000
 9.23500000000e-007	 0.00000000000e+000	 4.99909644616e+000
 9.25500000000e-007	 0.00000000000e+000	 5.00087536873e+000
 9.27500000000e-007	 0.00000000000e+000	 4.99915113917e+000
 9.29500000000e-007	 0.00000000000e+000	 5.00082230706e+000
 9.31500000000e-007	 0.00000000000e+000	 4.99920257276e+000
 9.33500000000e-007	 0.00000000000e+000	 5.00077241394e+000
 9.35500000000e-007	 0.00000000000e+000	 4.99925093507e+000
 9.37500000000e-007	 0.00000000000e+000	 5.00072550573e+000
 9.39500000000e-007	 0.00000000000e+000	 4.99929640411e+000
 9.41500000000e-007	 0.00000000000e+000	 5.00068140877e+000
 9.43500000000e-007	 0.00000000000e+000	 4.99933914821e+000
 9.45500000000e-007	 0.00000000000e+000	 5.00063995891e+000
 9.47500000000e-007	 0.00000000000e+000	 4.99937932645e+000
 9.49500000000e-007	 0.00000000000e+000	 5.00060100108e+000
 9.51500000000e-007	 0.00000000000e+000	 4.99941594324e+000
 9.53500000000e-007	 0.00000000000e+000	 5.00056549934e+000
 9.55500000000e-007	 0.00000000000e+000	 4.99945044828e+000
 9.57500000000e-007	 0.00000000000e+000	 5.00053204840e+000
 9.59500000000e-007	 0.00000000000e+000	 4.99948295728e+000
 9.61500000000e-007	 0.00000000000e+000	 5.00050053504e+000
 9.63500000000e-007	 0.00000000000e+000	 4.99951358077e+000
 9.65500000000e-007	 0.00000000000e+000	 5.00047085169e+000
 9.67500000000e-007	 0.00000000000e+000	 4.99954242371e+000
 9.69500000000e-007	 0.00000000000e+000	 5.00044289622e+000
 9.71500000000e-007	 0.00000000000e+000	 4.99956958572e+000
 9.73500000000e-007	 0.00000000000e+000	 5.00041657172e+000
 9.75500000000e-007	 0.00000000000e+000	 4.99959516132e+000
 9.77500000000e-007	 0.00000000000e+000	 5.00039178629e+000
 9.79500000000e-007	 0.00000000000e+000	 4.99961924008e+000
 9.81500000000e-007	 0.00000000000e+000	 5.00036845283e+000
 9.83500000000e-007	 0.00000000000e+000	 4.99964190691e+000
 9.85500000000e-007	 0.00000000000e+000	 5.00034648883e+000
 9.87500000000e-007	 0.00000000000e+000	 4.99966324218e+000
 9.89500000000e-007	 0.00000000000e+000	 5.00032581620e+000
 9.91500000000e-007	 0.00000000000e+000	 4.99968332198e+000
 9.93500000000e-007	 0.00000000000e+000	 5.00030636101e+000
 9.95500000000e-007	 0.00000000000e+000	 4.99970221830e+000
 9.97500000000e-007	 0.00000000000e+000	 5.00028805333e+000
 9.99500000000e-007	 0.00000000000e+000	 4.99971999922e+000
 1.00000000000e-006	 1.05879118407e-013	 5.00024564020e+000
